Date,State,Confirmed,Deaths,Recovered
05-08-2020,Nagaland,2405,659,5
05-08-2020,Arunachal Pradesh,1790,1105,3
05-08-2020,Ladakh,1534,1127,7
05-08-2020,Dadra and Nagar Haveli and Daman and Diu,1325,919,2
05-08-2020,Chandigarh,1206,715,20
05-08-2020,Andaman and Nicobar Islands,928,277,12
05-08-2020,Meghalaya,917,330,5
05-08-2020,Sikkim,783,299,1
05-08-2020,Mizoram,504,282,0
06-08-2020,Maharashtra,468265,305521,16476
06-08-2020,Tamil Nadu,273460,214815,4461
06-08-2020,Andhra Pradesh,186461,104354,1681
06-08-2020,Karnataka,151449,74679,2804
06-08-2020,Delhi,140232,126116,4044
06-08-2020,Uttar Pradesh,104388,60558,1857
06-08-2020,West Bengal,83800,58962,1846
06-08-2020,Telangana,73050,52103,589
06-08-2020,Gujarat,66669,49433,2556
06-08-2020,Bihar,64770,42414,355
06-08-2020,Assam,50445,35892,121
06-08-2020,Rajasthan,47272,33849,745
06-08-2020,Odisha,39018,25738,225
06-08-2020,Haryana,38548,31960,455
06-08-2020,Madhya Pradesh,35734,26064,929
06-08-2020,Kerala,29151,17533,94
06-08-2020,Jammu and Kashmir,22955,15244,426
06-08-2020,Punjab,19856,12943,491
06-08-2020,Jharkhand,14888,5703,136
06-08-2020,Chhattisgarh,10407,7871,71
06-08-2020,Uttarakhand,8254,5233,98
06-08-2020,Goa,7423,5287,64
06-08-2020,Tripura,5725,3793,31
06-08-2020,Puducherry,4433,2668,65
06-08-2020,Manipur,3093,1862,7
06-08-2020,Himachal Pradesh,2916,1762,14
06-08-2020,Nagaland,2498,685,6
06-08-2020,Arunachal Pradesh,1855,1210,3
06-08-2020,Ladakh,1592,1164,7
06-08-2020,Dadra and Nagar Haveli and Daman and Diu,1366,960,2
06-08-2020,Chandigarh,1270,715,20
06-08-2020,Andaman and Nicobar Islands,1027,326,14
06-08-2020,Meghalaya,929,330,5
06-08-2020,Sikkim,800,303,1
06-08-2020,Mizoram,537,286,0
07-08-2020,Maharashtra,479779,316375,16792
07-08-2020,Tamil Nadu,279144,221087,4571
07-08-2020,Andhra Pradesh,196789,112870,1753
07-08-2020,Karnataka,158254,80281,2897
07-08-2020,Delhi,141531,127124,4059
07-08-2020,Uttar Pradesh,108974,63402,1918
07-08-2020,West Bengal,86754,61023,1902
07-08-2020,Telangana,75257,53239,601
07-08-2020,Bihar,67788,43537,363
07-08-2020,Gujarat,67699,50350,2583
07-08-2020,Assam,52817,37224,126
07-08-2020,Rajasthan,48996,35131,757
07-08-2020,Odisha,40717,26888,235
07-08-2020,Haryana,39303,32640,458
07-08-2020,Madhya Pradesh,36564,26902,946
07-08-2020,Kerala,30449,18333,97
07-08-2020,Jammu and Kashmir,23454,15708,436
07-08-2020,Punjab,20891,13659,517
07-08-2020,Jharkhand,15756,6594,145
07-08-2020,Chhattisgarh,10932,8088,77
07-08-2020,Uttarakhand,8552,5427,98
07-08-2020,Goa,7614,5453,66
07-08-2020,Tripura,5853,3860,36
07-08-2020,Puducherry,4621,2808,70
07-08-2020,Manipur,3217,1905,8
07-08-2020,Himachal Pradesh,3047,1865,14
07-08-2020,Nagaland,2580,819,6
07-08-2020,Arunachal Pradesh,1948,1245,3
07-08-2020,Ladakh,1595,1177,7
07-08-2020,Dadra and Nagar Haveli and Daman and Diu,1391,973,2
07-08-2020,Chandigarh,1327,777,20
07-08-2020,Andaman and Nicobar Islands,1123,355,16
07-08-2020,Meghalaya,990,345,5
07-08-2020,Sikkim,829,353,1
07-08-2020,Mizoram,539,288,0
08-08-2020,Maharashtra,490262,327281,17092
08-08-2020,Tamil Nadu,285024,227575,4690
08-08-2020,Andhra Pradesh,206960,120464,1842
08-08-2020,Karnataka,164924,84232,2998
08-08-2020,Delhi,142723,128232,4082
08-08-2020,Uttar Pradesh,113378,66834,1981
08-08-2020,West Bengal,89666,63060,1954
08-08-2020,Telangana,77513,54330,615
08-08-2020,Bihar,71304,44482,369
08-08-2020,Gujarat,68768,51720,2605
08-08-2020,Assam,55496,38809,132
08-08-2020,Rajasthan,50157,36195,767
08-08-2020,Odisha,42550,28698,247
08-08-2020,Haryana,40054,33444,467
08-08-2020,Madhya Pradesh,37298,27621,962
08-08-2020,Kerala,31700,19147,102
08-08-2020,Jammu and Kashmir,23927,16218,449
08-08-2020,Punjab,21930,14040,539
08-08-2020,Jharkhand,16465,7391,151
08-08-2020,Chhattisgarh,11408,8319,87
08-08-2020,Uttarakhand,8901,5731,112
08-08-2020,Goa,7947,5595,70
08-08-2020,Tripura,5999,4084,37
08-08-2020,Puducherry,4862,2914,75
08-08-2020,Manipur,3466,1926,10
08-08-2020,Himachal Pradesh,3150,1954,14
08-08-2020,Nagaland,2657,824,7
08-08-2020,Arunachal Pradesh,2049,1326,3
08-08-2020,Ladakh,1614,1194,9
08-08-2020,Dadra and Nagar Haveli and Daman and Diu,1437,1014,2
08-08-2020,Chandigarh,1374,820,23
08-08-2020,Andaman and Nicobar Islands,1222,425,19
08-08-2020,Meghalaya,1006,411,5
08-08-2020,Sikkim,854,406,1
08-08-2020,Mizoram,566,289,0
09-08-2020,Maharashtra,503084,338362,17367
09-08-2020,Tamil Nadu,290907,232618,4808
09-08-2020,Andhra Pradesh,217040,129615,1939
09-08-2020,Karnataka,172102,89238,3091
09-08-2020,Delhi,144127,129362,4098
09-08-2020,Uttar Pradesh,118038,69833,2028
09-08-2020,West Bengal,92615,65124,2005
09-08-2020,Telangana,79495,55999,627
09-08-2020,Bihar,75294,48243,382
09-08-2020,Gujarat,69869,52855,2628
09-08-2020,Assam,57714,40591,140
09-08-2020,Rajasthan,51328,37163,778
09-08-2020,Odisha,44193,30242,259
09-08-2020,Haryana,40843,34031,474
09-08-2020,Madhya Pradesh,38157,28353,977
09-08-2020,Kerala,33120,20862,106
09-08-2020,Jammu and Kashmir,24390,16667,459
09-08-2020,Punjab,22928,14880,562
09-08-2020,Jharkhand,17094,8123,155
09-08-2020,Chhattisgarh,11743,8582,89
09-08-2020,Uttarakhand,9402,5963,117
09-08-2020,Goa,8206,5802,72
09-08-2020,Tripura,6146,4176,41
09-08-2020,Puducherry,5123,3054,80
09-08-2020,Manipur,3635,1927,11
09-08-2020,Himachal Pradesh,3264,2081,14
09-08-2020,Nagaland,2688,896,7
09-08-2020,Arunachal Pradesh,2117,1430,3
09-08-2020,Ladakh,1639,1214,9
09-08-2020,Dadra and Nagar Haveli and Daman and Diu,1456,1037,2
09-08-2020,Chandigarh,1426,872,24
09-08-2020,Andaman and Nicobar Islands,1351,500,20
09-08-2020,Meghalaya,1023,423,6
09-08-2020,Sikkim,860,470,1
09-08-2020,Mizoram,593,296,0
10-08-2020,Maharashtra,515332,351710,17757
10-08-2020,Tamil Nadu,296901,238638,4927
10-08-2020,Andhra Pradesh,227860,138712,2036
10-08-2020,Karnataka,178087,93908,3198
10-08-2020,Delhi,145427,130587,4111
10-08-2020,Uttar Pradesh,122609,72650,2069
10-08-2020,West Bengal,95554,67120,2059
10-08-2020,Telangana,80751,57586,637
10-08-2020,Bihar,79451,51158,387
10-08-2020,Gujarat,70965,54166,2652
10-08-2020,Assam,58837,42325,145
10-08-2020,Rajasthan,52497,38235,789
10-08-2020,Odisha,45927,31785,272
10-08-2020,Haryana,41635,34781,483
10-08-2020,Madhya Pradesh,39025,29020,996
10-08-2020,Kerala,34331,21832,108
10-08-2020,Jammu and Kashmir,24897,17003,472
10-08-2020,Punjab,23903,15319,586
10-08-2020,Jharkhand,18138,8838,177
10-08-2020,Chhattisgarh,12148,8809,96
10-08-2020,Uttarakhand,9632,6134,125
10-08-2020,Goa,8712,5995,75
10-08-2020,Tripura,6208,4443,42
10-08-2020,Puducherry,5382,3201,87
10-08-2020,Manipur,3753,2044,11
10-08-2020,Himachal Pradesh,3371,2181,15
10-08-2020,Nagaland,2781,904,8
10-08-2020,Arunachal Pradesh,2155,1482,3
10-08-2020,Ladakh,1688,1222,9
10-08-2020,Dadra and Nagar Haveli and Daman and Diu,1564,1121,2
10-08-2020,Chandigarh,1515,904,25
10-08-2020,Andaman and Nicobar Islands,1490,648,20
10-08-2020,Meghalaya,1062,490,6
10-08-2020,Sikkim,866,494,1
10-08-2020,Mizoram,620,298,0
11-08-2020,Maharashtra,524513,358421,18050
11-08-2020,Tamil Nadu,302815,244675,5041
11-08-2020,Andhra Pradesh,235525,145636,2116
11-08-2020,Karnataka,182354,99126,3312
11-08-2020,Delhi,146134,131657,4131
11-08-2020,Uttar Pradesh,126722,76724,2120
11-08-2020,West Bengal,98459,70328,2100
11-08-2020,Telangana,82647,59374,645
11-08-2020,Bihar,82550,54088,397
11-08-2020,Gujarat,72031,55304,2672
11-08-2020,Assam,61737,43586,151
11-08-2020,Rajasthan,53670,39060,800
11-08-2020,Odisha,47455,33021,286
11-08-2020,Haryana,42429,35492,489
11-08-2020,Madhya Pradesh,39891,29674,1015
11-08-2020,Kerala,35515,22616,115
11-08-2020,Jammu and Kashmir,25367,17375,478
11-08-2020,Punjab,24889,15735,604
11-08-2020,Jharkhand,18723,9724,188
11-08-2020,Chhattisgarh,12448,9013,99
11-08-2020,Uttarakhand,10021,6301,134
11-08-2020,Goa,9029,6208,80
11-08-2020,Tripura,6372,4656,43
11-08-2020,Puducherry,5624,3355,89
11-08-2020,Manipur,3853,2122,11
11-08-2020,Himachal Pradesh,3463,2205,17
11-08-2020,Nagaland,3011,973,8
11-08-2020,Arunachal Pradesh,2231,1592,3
11-08-2020,Ladakh,1717,1237,9
11-08-2020,Andaman and Nicobar Islands,1625,709,20
11-08-2020,Dadra and Nagar Haveli and Daman and Diu,1613,1167,2
11-08-2020,Chandigarh,1595,1004,25
11-08-2020,Meghalaya,1114,498,6
11-08-2020,Sikkim,910,510,1
11-08-2020,Mizoram,623,323,0
12-08-2020,Maharashtra,535601,368435,18306
12-08-2020,Tamil Nadu,308649,250680,5159
12-08-2020,Andhra Pradesh,244549,154749,2203
12-08-2020,Karnataka,188611,105599,3398
12-08-2020,Delhi,147391,132384,4139
12-08-2020,Uttar Pradesh,131763,80589,2176
12-08-2020,West Bengal,101390,73395,2149
12-08-2020,Bihar,86413,56709,413
12-08-2020,Telangana,84544,61294,654
12-08-2020,Gujarat,73163,56444,2695
12-08-2020,Assam,64406,45073,155
12-08-2020,Rajasthan,54887,40399,811
12-08-2020,Odisha,48796,34806,296
12-08-2020,Haryana,43227,36082,500
12-08-2020,Madhya Pradesh,40734,30596,1033
12-08-2020,Kerala,36932,24042,120
12-08-2020,Jammu and Kashmir,25931,17979,490
12-08-2020,Punjab,25889,16790,636
12-08-2020,Jharkhand,19225,10375,192
12-08-2020,Chhattisgarh,12929,9239,104
12-08-2020,Uttarakhand,10432,6470,136
12-08-2020,Goa,9444,6480,86
12-08-2020,Tripura,6482,4838,43
12-08-2020,Puducherry,5900,3532,91
12-08-2020,Manipur,3941,2128,12
12-08-2020,Himachal Pradesh,3497,2273,18
12-08-2020,Nagaland,3031,991,8
12-08-2020,Arunachal Pradesh,2327,1634,3
12-08-2020,Ladakh,1770,1255,9
12-08-2020,Andaman and Nicobar Islands,1764,749,21
12-08-2020,Chandigarh,1670,1015,26
12-08-2020,Dadra and Nagar Haveli and Daman and Diu,1653,1209,2
12-08-2020,Meghalaya,1136,509,6
12-08-2020,Sikkim,913,534,1
12-08-2020,Mizoram,648,323,0
13-08-2020,Maharashtra,548313,381843,18650
13-08-2020,Tamil Nadu,314520,256313,5278
13-08-2020,Andhra Pradesh,254146,161425,2296
13-08-2020,Karnataka,196494,112633,3510
13-08-2020,Delhi,148504,133405,4153
13-08-2020,Uttar Pradesh,136238,84661,2230
13-08-2020,West Bengal,104326,76120,2203
13-08-2020,Bihar,90321,59786,416
13-08-2020,Telangana,86475,63074,665
13-08-2020,Gujarat,74318,57421,2713
13-08-2020,Assam,68999,47209,161
13-08-2020,Rajasthan,56100,41648,822
13-08-2020,Odisha,50672,36479,305
13-08-2020,Haryana,44024,36694,503
13-08-2020,Madhya Pradesh,41604,31239,1048
13-08-2020,Kerala,38144,24922,126
13-08-2020,Punjab,26909,17212,675
13-08-2020,Jammu and Kashmir,26413,18523,498
13-08-2020,Jharkhand,19743,10815,197
13-08-2020,Chhattisgarh,13498,9508,109
13-08-2020,Uttarakhand,10886,6687,140
13-08-2020,Goa,9924,6641,89
13-08-2020,Tripura,6603,4912,44
13-08-2020,Puducherry,6381,3676,96
13-08-2020,Manipur,3982,2231,12
13-08-2020,Himachal Pradesh,3636,2362,18
13-08-2020,Nagaland,3118,1113,8
13-08-2020,Arunachal Pradesh,2430,1659,3
13-08-2020,Andaman and Nicobar Islands,1900,829,21
13-08-2020,Ladakh,1811,1274,9
13-08-2020,Chandigarh,1751,1023,26
13-08-2020,Dadra and Nagar Haveli and Daman and Diu,1696,1248,2
13-08-2020,Meghalaya,1179,517,6
13-08-2020,Sikkim,930,550,1
13-08-2020,Mizoram,649,330,0
14-08-2020,Maharashtra,560126,390958,19063
14-08-2020,Tamil Nadu,320355,261459,5397
14-08-2020,Andhra Pradesh,264142,170984,2378
14-08-2020,Karnataka,203200,121242,3613
14-08-2020,Delhi,149460,134318,4167
14-08-2020,Uttar Pradesh,140775,88786,2280
14-08-2020,West Bengal,107323,78617,2259
14-08-2020,Bihar,94193,62284,426
14-08-2020,Telangana,88396,64284,674
14-08-2020,Gujarat,75408,58467,2731
14-08-2020,Assam,71795,49383,169
14-08-2020,Rajasthan,57414,41819,833
14-08-2020,Odisha,52653,37901,314
14-08-2020,Haryana,44817,37486,511
14-08-2020,Madhya Pradesh,42618,31835,1065
14-08-2020,Kerala,39708,25688,129
14-08-2020,Punjab,27936,17839,706
14-08-2020,Jammu and Kashmir,26949,19302,509
14-08-2020,Jharkhand,20881,12844,209
14-08-2020,Chhattisgarh,13937,9658,114
14-08-2020,Uttarakhand,11302,7014,143
14-08-2020,Goa,10494,6912,91
14-08-2020,Tripura,6767,5015,46
14-08-2020,Puducherry,6680,3828,102
14-08-2020,Manipur,4112,2295,13
14-08-2020,Himachal Pradesh,3816,2435,19
14-08-2020,Nagaland,3168,1139,8
14-08-2020,Arunachal Pradesh,2512,1718,4
14-08-2020,Andaman and Nicobar Islands,2037,924,22
14-08-2020,Ladakh,1849,1282,9
14-08-2020,Chandigarh,1842,1076,27
14-08-2020,Dadra and Nagar Haveli and Daman and Diu,1752,1292,2
14-08-2020,Meghalaya,1193,547,6
14-08-2020,Sikkim,931,581,1
14-08-2020,Mizoram,649,343,0
15-08-2020,Maharashtra,572734,401442,19427
15-08-2020,Tamil Nadu,326245,267015,5514
15-08-2020,Andhra Pradesh,273085,180703,2475
15-08-2020,Karnataka,211108,128182,3717
15-08-2020,Delhi,150652,135108,4178
15-08-2020,Uttar Pradesh,145287,92526,2335
15-08-2020,West Bengal,110358,81189,2319
15-08-2020,Bihar,98008,64930,442
15-08-2020,Telangana,90259,66196,684
15-08-2020,Gujarat,76480,59538,2746
15-08-2020,Assam,74501,51693,175
15-08-2020,Rajasthan,58692,43897,846
15-08-2020,Odisha,54630,39206,324
15-08-2020,Haryana,45614,38348,518
15-08-2020,Madhya Pradesh,43414,32405,1081
15-08-2020,Kerala,41277,26992,139
15-08-2020,Punjab,29013,18328,731
15-08-2020,Jammu and Kashmir,27489,19942,520
15-08-2020,Jharkhand,21595,13515,224
15-08-2020,Chhattisgarh,14481,9857,130
15-08-2020,Uttarakhand,11615,7502,147
15-08-2020,Goa,10970,7157,93
15-08-2020,Puducherry,6995,4009,106
15-08-2020,Tripura,6934,5088,50
15-08-2020,Manipur,4198,2360,13
15-08-2020,Himachal Pradesh,3874,2551,19
15-08-2020,Nagaland,3322,1198,8
15-08-2020,Arunachal Pradesh,2607,1750,5
15-08-2020,Andaman and Nicobar Islands,2186,1032,24
15-08-2020,Chandigarh,1928,1091,28
15-08-2020,Ladakh,1879,1303,9
15-08-2020,Dadra and Nagar Haveli and Daman and Diu,1797,1331,2
15-08-2020,Meghalaya,1228,581,6
15-08-2020,Sikkim,1080,623,1
15-08-2020,Mizoram,657,348,0
16-08-2020,Maharashtra,584754,408286,19749
16-08-2020,Tamil Nadu,332105,272251,5641
16-08-2020,Andhra Pradesh,281817,191117,2562
16-08-2020,Karnataka,219926,134811,3831
16-08-2020,Delhi,151928,136251,4188
16-08-2020,Uttar Pradesh,150061,96231,2393
16-08-2020,West Bengal,113432,83836,2377
16-08-2020,Bihar,101551,68510,450
16-08-2020,Telangana,91361,68126,693
16-08-2020,Gujarat,77559,60553,2765
16-08-2020,Assam,75558,53286,182
16-08-2020,Rajasthan,59979,45254,862
16-08-2020,Odisha,57126,40727,333
16-08-2020,Haryana,46410,38939,528
16-08-2020,Madhya Pradesh,44433,33353,1094
16-08-2020,Kerala,42885,27795,146
16-08-2020,Punjab,30041,18863,771
16-08-2020,Jammu and Kashmir,28021,20676,527
16-08-2020,Jharkhand,22389,14024,228
16-08-2020,Chhattisgarh,14987,10046,134
16-08-2020,Uttarakhand,11940,7748,151
16-08-2020,Goa,11339,7488,98
16-08-2020,Puducherry,7354,4224,106
16-08-2020,Tripura,7061,5151,55
16-08-2020,Manipur,4390,2438,13
16-08-2020,Himachal Pradesh,3993,2632,19
16-08-2020,Nagaland,3340,1321,8
16-08-2020,Arunachal Pradesh,2658,1771,5
16-08-2020,Andaman and Nicobar Islands,2306,1128,24
16-08-2020,Chandigarh,2009,1118,28
16-08-2020,Ladakh,1909,1307,10
16-08-2020,Dadra and Nagar Haveli and Daman and Diu,1843,1384,2
16-08-2020,Meghalaya,1292,596,6
16-08-2020,Sikkim,1148,661,1
16-08-2020,Mizoram,777,356,0
17-08-2020,Maharashtra,595865,417123,20037
17-08-2020,Tamil Nadu,338055,278270,5766
17-08-2020,Andhra Pradesh,289829,201234,2650
17-08-2020,Karnataka,226966,141491,3947
17-08-2020,Uttar Pradesh,154418,100432,2449
17-08-2020,Delhi,152580,137561,4196
17-08-2020,West Bengal,116498,86771,2428
17-08-2020,Bihar,103844,72324,461
17-08-2020,Telangana,92255,70132,703
17-08-2020,Gujarat,78680,61512,2785
17-08-2020,Assam,76875,55215,189
17-08-2020,Rajasthan,61296,46604,876
17-08-2020,Odisha,60050,42277,343
17-08-2020,Haryana,47153,39601,538
17-08-2020,Madhya Pradesh,45455,34038,1105
17-08-2020,Kerala,44415,28894,156
17-08-2020,Punjab,31206,19431,812
17-08-2020,Jammu and Kashmir,28470,20943,542
17-08-2020,Jharkhand,23055,14699,244
17-08-2020,Chhattisgarh,15471,10235,141
17-08-2020,Uttarakhand,12175,8100,152
17-08-2020,Goa,11639,7775,104
17-08-2020,Puducherry,7732,4443,110
17-08-2020,Tripura,7204,5286,59
17-08-2020,Manipur,4569,2632,16
17-08-2020,Himachal Pradesh,4156,2720,19
17-08-2020,Nagaland,3394,1422,8
17-08-2020,Arunachal Pradesh,2701,1808,5
17-08-2020,Andaman and Nicobar Islands,2399,1226,28
17-08-2020,Chandigarh,2102,1137,29
17-08-2020,Ladakh,1948,1356,14
17-08-2020,Dadra and Nagar Haveli and Daman and Diu,1878,1431,2
17-08-2020,Meghalaya,1374,675,6
17-08-2020,Sikkim,1167,673,1
17-08-2020,Mizoram,789,371,0
18-08-2020,Maharashtra,604358,428514,20265
18-08-2020,Tamil Nadu,343945,283937,5886
18-08-2020,Andhra Pradesh,296609,209100,2732
18-08-2020,Karnataka,233283,148562,4062
18-08-2020,Uttar Pradesh,158216,104808,2515
18-08-2020,Delhi,153367,138301,4214
18-08-2020,West Bengal,119578,89703,2473
18-08-2020,Bihar,106307,76452,468
18-08-2020,Telangana,93937,72202,711
18-08-2020,Gujarat,79710,62595,2800
18-08-2020,Assam,79667,56734,197
18-08-2020,Rajasthan,62630,47654,887
18-08-2020,Odisha,62294,43780,353
18-08-2020,Haryana,48040,40610,550
18-08-2020,Madhya Pradesh,46385,35025,1128
18-08-2020,Kerala,46140,30025,169
18-08-2020,Punjab,32696,20180,863
18-08-2020,Jammu and Kashmir,28892,21296,548
18-08-2020,Jharkhand,23752,15051,250
18-08-2020,Chhattisgarh,16025,10598,150
18-08-2020,Uttarakhand,12493,8485,158
18-08-2020,Goa,11994,8058,111
18-08-2020,Puducherry,8029,4627,114
18-08-2020,Tripura,7409,5404,62
18-08-2020,Manipur,4687,2734,17
18-08-2020,Himachal Pradesh,4174,2834,19
18-08-2020,Nagaland,3455,1530,8
18-08-2020,Arunachal Pradesh,2741,1893,5
18-08-2020,Andaman and Nicobar Islands,2445,1325,29
18-08-2020,Chandigarh,2216,1183,30
18-08-2020,Ladakh,1966,1368,14
18-08-2020,Dadra and Nagar Haveli and Daman and Diu,1908,1459,2
18-08-2020,Meghalaya,1418,679,6
18-08-2020,Sikkim,1187,701,1
18-08-2020,Mizoram,789,372,0
19-08-2020,Maharashtra,615477,437870,20687
19-08-2020,Tamil Nadu,349654,289787,6007
19-08-2020,Andhra Pradesh,306261,218311,2820
19-08-2020,Karnataka,240948,156949,4201
19-08-2020,Uttar Pradesh,162434,109607,2585
19-08-2020,Delhi,154741,139447,4226
19-08-2020,West Bengal,122753,92690,2528
19-08-2020,Bihar,109498,80330,476
19-08-2020,Telangana,95700,73991,719
19-08-2020,Assam,82201,58294,203
19-08-2020,Gujarat,80802,63703,2820
19-08-2020,Odisha,64533,45315,362
19-08-2020,Rajasthan,63977,48960,898
19-08-2020,Haryana,48936,41298,557
19-08-2020,Kerala,47898,31390,175
19-08-2020,Madhya Pradesh,47375,35713,1141
19-08-2020,Punjab,34400,21762,898
19-08-2020,Jammu and Kashmir,29326,21886,561
19-08-2020,Jharkhand,24477,15507,262
19-08-2020,Chhattisgarh,16833,10847,158
19-08-2020,Uttarakhand,12961,8724,164
19-08-2020,Goa,12333,8356,116
19-08-2020,Puducherry,8396,4909,123
19-08-2020,Tripura,7645,5497,65
19-08-2020,Manipur,4765,2789,18
19-08-2020,Himachal Pradesh,4235,2923,19
19-08-2020,Nagaland,3520,1664,8
19-08-2020,Arunachal Pradesh,2875,1949,5
19-08-2020,Andaman and Nicobar Islands,2529,1421,30
19-08-2020,Chandigarh,2305,1243,30
19-08-2020,Ladakh,2010,1395,17
19-08-2020,Dadra and Nagar Haveli and Daman and Diu,1951,1524,2
19-08-2020,Meghalaya,1457,685,6
19-08-2020,Sikkim,1207,755,2
19-08-2020,Mizoram,860,379,0
20-08-2020,Maharashtra,628642,446881,21033
20-08-2020,Tamil Nadu,355449,296171,6123
20-08-2020,Andhra Pradesh,316003,226372,2906
20-08-2020,Karnataka,249590,164150,4327
20-08-2020,Uttar Pradesh,167510,115227,2638
20-08-2020,Delhi,156139,140767,4235
20-08-2020,West Bengal,125922,95663,2581
20-08-2020,Bihar,112437,84404,487
20-08-2020,Telangana,97424,75186,729
20-08-2020,Assam,84317,60348,213
20-08-2020,Gujarat,81942,64823,2837
20-08-2020,Odisha,67122,46936,372
20-08-2020,Rajasthan,65289,49963,910
20-08-2020,Kerala,50231,32607,182
20-08-2020,Haryana,49930,42056,567
20-08-2020,Madhya Pradesh,48351,36475,1159
20-08-2020,Punjab,36084,22703,921
20-08-2020,Jammu and Kashmir,30034,22497,572
20-08-2020,Jharkhand,26090,16175,277
20-08-2020,Chhattisgarh,17485,11185,161
20-08-2020,Uttarakhand,13225,9132,178
20-08-2020,Goa,12675,8713,124
20-08-2020,Puducherry,8750,5312,129
20-08-2020,Tripura,7835,5565,65
20-08-2020,Manipur,4876,2885,18
20-08-2020,Himachal Pradesh,4411,2992,19
20-08-2020,Nagaland,3558,1706,8
20-08-2020,Arunachal Pradesh,2950,2022,5
20-08-2020,Andaman and Nicobar Islands,2604,1529,30
20-08-2020,Chandigarh,2396,1351,31
20-08-2020,Ladakh,2048,1397,18
20-08-2020,Dadra and Nagar Haveli and Daman and Diu,1995,1604,2
20-08-2020,Meghalaya,1506,694,6
20-08-2020,Sikkim,1232,789,3
20-08-2020,Mizoram,873,384,0
21-08-2020,Maharashtra,643289,459124,21359
21-08-2020,Tamil Nadu,361435,301913,6239
21-08-2020,Andhra Pradesh,325396,235218,3001
21-08-2020,Karnataka,256975,170381,4429
21-08-2020,Uttar Pradesh,172334,121090,2733
21-08-2020,Delhi,157354,141826,4257
21-08-2020,West Bengal,129119,98789,2634
21-08-2020,Bihar,114941,87660,492
21-08-2020,Telangana,99391,76967,737
21-08-2020,Assam,86052,63120,221
21-08-2020,Gujarat,83107,65946,2853
21-08-2020,Odisha,70020,48577,380
21-08-2020,Rajasthan,66619,51190,921
21-08-2020,Kerala,52199,33824,191
21-08-2020,Haryana,50926,42793,578
21-08-2020,Madhya Pradesh,49493,37540,1171
21-08-2020,Punjab,37824,23037,957
21-08-2020,Jammu and Kashmir,30717,23225,578
21-08-2020,Jharkhand,26753,17057,286
21-08-2020,Chhattisgarh,18501,11739,168
21-08-2020,Uttarakhand,13636,9433,187
21-08-2020,Goa,13099,9063,126
21-08-2020,Puducherry,9292,5634,137
21-08-2020,Tripura,8091,5649,69
21-08-2020,Manipur,4925,3002,18
21-08-2020,Himachal Pradesh,4538,3085,23
21-08-2020,Nagaland,3583,1921,8
21-08-2020,Arunachal Pradesh,3066,2093,5
21-08-2020,Andaman and Nicobar Islands,2680,1638,31
21-08-2020,Chandigarh,2515,1390,31
21-08-2020,Ladakh,2077,1436,18
21-08-2020,Dadra and Nagar Haveli and Daman and Diu,2030,1627,2
21-08-2020,Meghalaya,1661,730,6
21-08-2020,Sikkim,1290,827,3
21-08-2020,Mizoram,895,402,0
22-08-2020,Maharashtra,657450,470873,21698
22-08-2020,Tamil Nadu,367430,307677,6340
22-08-2020,Andhra Pradesh,334940,244045,3092
22-08-2020,Karnataka,264546,176942,4522
22-08-2020,Uttar Pradesh,177239,126657,2797
22-08-2020,Delhi,158604,142908,4270
22-08-2020,West Bengal,132364,101871,2689
22-08-2020,Bihar,117413,91552,498
22-08-2020,Telangana,101865,78735,744
22-08-2020,Assam,87908,65596,227
22-08-2020,Gujarat,84311,67267,2867
22-08-2020,Odisha,72718,50504,390
22-08-2020,Rajasthan,67954,52496,933
22-08-2020,Kerala,54182,35243,203
22-08-2020,Haryana,52129,43413,585
22-08-2020,Madhya Pradesh,50640,38527,1185
22-08-2020,Punjab,39327,23893,991
22-08-2020,Jammu and Kashmir,31371,23805,593
22-08-2020,Jharkhand,28196,18372,297
22-08-2020,Chhattisgarh,19510,12022,180
22-08-2020,Uttarakhand,14083,9676,192
22-08-2020,Goa,13484,9540,135
22-08-2020,Puducherry,9594,5934,143
22-08-2020,Tripura,8371,6061,70
22-08-2020,Manipur,5049,3261,20
22-08-2020,Himachal Pradesh,4728,3234,25
22-08-2020,Nagaland,3619,2074,8
22-08-2020,Arunachal Pradesh,3126,2125,5
22-08-2020,Andaman and Nicobar Islands,2747,1744,32
22-08-2020,Chandigarh,2631,1426,33
22-08-2020,Ladakh,2133,1449,19
22-08-2020,Dadra and Nagar Haveli and Daman and Diu,2082,1652,2
22-08-2020,Meghalaya,1718,749,6
22-08-2020,Sikkim,1336,834,3
22-08-2020,Mizoram,903,420,0
23-08-2020,Maharashtra,671942,480114,21995
23-08-2020,Tamil Nadu,373410,313280,6420
23-08-2020,Andhra Pradesh,345216,252638,3189
23-08-2020,Karnataka,271876,184568,4615
23-08-2020,Uttar Pradesh,182453,131295,2867
23-08-2020,Delhi,160016,144138,4284
23-08-2020,West Bengal,135596,104959,2737
23-08-2020,Bihar,119529,94858,503
23-08-2020,Telangana,104249,80586,755
23-08-2020,Assam,89468,67641,234
23-08-2020,Gujarat,85523,68243,2881
23-08-2020,Odisha,75537,52277,399
23-08-2020,Rajasthan,69264,54144,944
23-08-2020,Kerala,56354,36535,218
23-08-2020,Haryana,53290,44013,597
23-08-2020,Madhya Pradesh,51866,39399,1206
23-08-2020,Punjab,40643,24302,1036
